series,n_o,n_e,d_ETL_nm,n_eff,TM,TE
n_e=1.60,1.8000,1.6000,60,2.16900,7.085788e-03,2.655629e-04
n_e=1.60,1.8000,1.6000,60,2.16950,7.063482e-03,2.650186e-04
n_e=1.60,1.8000,1.6000,60,2.17000,7.041285e-03,2.644759e-04
n_e=1.60,1.8000,1.6000,60,2.17050,7.019197e-03,2.639347e-04
n_e=1.60,1.8000,1.6000,60,2.17100,6.997216e-03,2.633950e-04
n_e=1.60,1.8000,1.6000,60,2.17150,6.975342e-03,2.628568e-04
n_e=1.60,1.8000,1.6000,60,2.17200,6.953574e-03,2.623202e-04
n_e=1.60,1.8000,1.6000,60,2.17250,6.931912e-03,2.617851e-04
n_e=1.60,1.8000,1.6000,60,2.17300,6.910354e-03,2.612514e-04
n_e=1.60,1.8000,1.6000,60,2.17350,6.888901e-03,2.607193e-04
n_e=1.60,1.8000,1.6000,60,2.17400,6.867551e-03,2.601886e-04
n_e=1.60,1.8000,1.6000,60,2.17450,6.846304e-03,2.596594e-04
n_e=1.60,1.8000,1.6000,60,2.17500,6.825159e-03,2.591317e-04
n_e=1.60,1.8000,1.6000,60,2.17550,6.804115e-03,2.586055e-04
n_e=1.60,1.8000,1.6000,60,2.17600,6.783172e-03,2.580807e-04
n_e=1.60,1.8000,1.6000,60,2.17650,6.762329e-03,2.575574e-04
n_e=1.60,1.8000,1.6000,60,2.17700,6.741586e-03,2.570356e-04
n_e=1.60,1.8000,1.6000,60,2.17750,6.720941e-03,2.565151e-04
n_e=1.60,1.8000,1.6000,60,2.17800,6.700395e-03,2.559962e-04
n_e=1.60,1.8000,1.6000,60,2.17850,6.679946e-03,2.554787e-04
n_e=1.60,1.8000,1.6000,60,2.17900,6.659594e-03,2.549626e-04
n_e=1.60,1.8000,1.6000,60,2.17950,6.639338e-03,2.544479e-04
n_e=1.60,1.8000,1.6000,60,2.18000,6.619178e-03,2.539347e-04
n_e=1.60,1.8000,1.6000,60,2.18050,6.599112e-03,2.534228e-04
n_e=1.60,1.8000,1.6000,60,2.18100,6.579142e-03,2.529124e-04
n_e=1.60,1.8000,1.6000,60,2.18150,6.559265e-03,2.524034e-04
n_e=1.60,1.8000,1.6000,60,2.18200,6.539481e-03,2.518958e-04
n_e=1.60,1.8000,1.6000,60,2.18250,6.519789e-03,2.513896e-04
n_e=1.60,1.8000,1.6000,60,2.18300,6.500190e-03,2.508848e-04
n_e=1.60,1.8000,1.6000,60,2.18350,6.480682e-03,2.503813e-04
n_e=1.60,1.8000,1.6000,60,2.18400,6.461265e-03,2.498793e-04
n_e=1.60,1.8000,1.6000,60,2.18450,6.441938e-03,2.493786e-04
n_e=1.60,1.8000,1.6000,60,2.18500,6.422701e-03,2.488793e-04
n_e=1.60,1.8000,1.6000,60,2.18550,6.403553e-03,2.483813e-04
n_e=1.60,1.8000,1.6000,60,2.18600,6.384494e-03,2.478847e-04
n_e=1.60,1.8000,1.6000,60,2.18650,6.365522e-03,2.473895e-04
n_e=1.60,1.8000,1.6000,60,2.18700,6.346638e-03,2.468956e-04
n_e=1.60,1.8000,1.6000,60,2.18750,6.327841e-03,2.464031e-04
n_e=1.60,1.8000,1.6000,60,2.18800,6.309130e-03,2.459119e-04
n_e=1.60,1.8000,1.6000,60,2.18850,6.290505e-03,2.454220e-04
n_e=1.60,1.8000,1.6000,60,2.18900,6.271965e-03,2.449335e-04
n_e=1.60,1.8000,1.6000,60,2.18950,6.253510e-03,2.444463e-04
n_e=1.60,1.8000,1.6000,60,2.19000,6.235139e-03,2.439604e-04
n_e=1.60,1.8000,1.6000,60,2.19050,6.216852e-03,2.434758e-04
n_e=1.60,1.8000,1.6000,60,2.19100,6.198648e-03,2.429925e-04
n_e=1.60,1.8000,1.6000,60,2.19150,6.180526e-03,2.425105e-04
n_e=1.60,1.8000,1.6000,60,2.19200,6.162487e-03,2.420299e-04
n_e=1.60,1.8000,1.6000,60,2.19250,6.144529e-03,2.415505e-04
n_e=1.60,1.8000,1.6000,60,2.19300,6.126652e-03,2.410724e-04
n_e=1.60,1.8000,1.6000,60,2.19350,6.108856e-03,2.405956e-04
n_e=1.60,1.8000,1.6000,60,2.19400,6.091140e-03,2.401201e-04
n_e=1.60,1.8000,1.6000,60,2.19450,6.073504e-03,2.396459e-04
n_e=1.60,1.8000,1.6000,60,2.19500,6.055946e-03,2.391729e-04
n_e=1.60,1.8000,1.6000,60,2.19550,6.038468e-03,2.387013e-04
n_e=1.60,1.8000,1.6000,60,2.19600,6.021067e-03,2.382308e-04
n_e=1.60,1.8000,1.6000,60,2.19650,6.003744e-03,2.377617e-04
n_e=1.60,1.8000,1.6000,60,2.19700,5.986499e-03,2.372937e-04
n_e=1.60,1.8000,1.6000,60,2.19750,5.969330e-03,2.368271e-04
n_e=1.60,1.8000,1.6000,60,2.19800,5.952237e-03,2.363616e-04
n_e=1.60,1.8000,1.6000,60,2.19850,5.935220e-03,2.358975e-04
n_e=1.60,1.8000,1.6000,60,2.19900,5.918279e-03,2.354345e-04
n_e=1.60,1.8000,1.6000,60,2.19950,5.901412e-03,2.349728e-04
n_e=1.60,1.8000,1.6000,60,2.20000,5.884620e-03,2.345123e-04
n_e=1.60,1.8000,1.6000,60,2.20050,5.867902e-03,2.340530e-04
n_e=1.60,1.8000,1.6000,60,2.20100,5.851257e-03,2.335950e-04
n_e=1.60,1.8000,1.6000,60,2.20150,5.834685e-03,2.331382e-04
n_e=1.60,1.8000,1.6000,60,2.20200,5.818186e-03,2.326825e-04
n_e=1.60,1.8000,1.6000,60,2.20250,5.801760e-03,2.322281e-04
n_e=1.60,1.8000,1.6000,60,2.20300,5.785405e-03,2.317749e-04
n_e=1.60,1.8000,1.6000,60,2.20350,5.769121e-03,2.313229e-04
n_e=1.60,1.8000,1.6000,60,2.20400,5.752908e-03,2.308721e-04
n_e=1.60,1.8000,1.6000,60,2.20450,5.736766e-03,2.304224e-04
n_e=1.60,1.8000,1.6000,60,2.20500,5.720694e-03,2.299740e-04
n_e=1.60,1.8000,1.6000,60,2.20550,5.704691e-03,2.295267e-04
n_e=1.60,1.8000,1.6000,60,2.20600,5.688758e-03,2.290806e-04
n_e=1.60,1.8000,1.6000,60,2.20650,5.672894e-03,2.286356e-04
n_e=1.60,1.8000,1.6000,60,2.20700,5.657098e-03,2.281919e-04
n_e=1.60,1.8000,1.6000,60,2.20750,5.641370e-03,2.277493e-04
n_e=1.60,1.8000,1.6000,60,2.20800,5.625710e-03,2.273078e-04
n_e=1.60,1.8000,1.6000,60,2.20850,5.610117e-03,2.268676e-04
n_e=1.60,1.8000,1.6000,60,2.20900,5.594591e-03,2.264284e-04
n_e=1.60,1.8000,1.6000,60,2.20950,5.579131e-03,2.259904e-04
n_e=1.60,1.8000,1.6000,60,2.21000,5.563737e-03,2.255536e-04
n_e=1.60,1.8000,1.6000,60,2.21050,5.548409e-03,2.251179e-04
n_e=1.60,1.8000,1.6000,60,2.21100,5.533147e-03,2.246833e-04
n_e=1.60,1.8000,1.6000,60,2.21150,5.517949e-03,2.242499e-04
n_e=1.60,1.8000,1.6000,60,2.21200,5.502816e-03,2.238175e-04
n_e=1.60,1.8000,1.6000,60,2.21250,5.487746e-03,2.233863e-04
n_e=1.60,1.8000,1.6000,60,2.21300,5.472741e-03,2.229563e-04
n_e=1.60,1.8000,1.6000,60,2.21350,5.457799e-03,2.225273e-04
n_e=1.60,1.8000,1.6000,60,2.21400,5.442920e-03,2.220995e-04
n_e=1.60,1.8000,1.6000,60,2.21450,5.428104e-03,2.216727e-04
n_e=1.60,1.8000,1.6000,60,2.21500,5.413350e-03,2.212471e-04
n_e=1.60,1.8000,1.6000,60,2.21550,5.398658e-03,2.208225e-04
n_e=1.60,1.8000,1.6000,60,2.21600,5.384028e-03,2.203991e-04
n_e=1.60,1.8000,1.6000,60,2.21650,5.369459e-03,2.199767e-04
n_e=1.60,1.8000,1.6000,60,2.21700,5.354951e-03,2.195555e-04
n_e=1.60,1.8000,1.6000,60,2.21750,5.340503e-03,2.191353e-04
n_e=1.60,1.8000,1.6000,60,2.21800,5.326116e-03,2.187162e-04
n_e=1.60,1.8000,1.6000,60,2.21850,5.311788e-03,2.182982e-04
n_e=1.60,1.8000,1.6000,60,2.21900,5.297520e-03,2.178812e-04
n_e=1.60,1.8000,1.6000,60,2.21950,5.283311e-03,2.174654e-04
n_e=1.60,1.8000,1.6000,60,2.22000,5.269161e-03,2.170505e-04
n_e=1.60,1.8000,1.6000,60,2.22050,5.255070e-03,2.166368e-04
n_e=1.60,1.8000,1.6000,60,2.22100,5.241037e-03,2.162241e-04
n_e=1.60,1.8000,1.6000,60,2.22150,5.227061e-03,2.158124e-04
n_e=1.60,1.8000,1.6000,60,2.22200,5.213143e-03,2.154019e-04
n_e=1.60,1.8000,1.6000,60,2.22250,5.199283e-03,2.149923e-04
n_e=1.60,1.8000,1.6000,60,2.22300,5.185479e-03,2.145838e-04
n_e=1.60,1.8000,1.6000,60,2.22350,5.171732e-03,2.141764e-04
n_e=1.60,1.8000,1.6000,60,2.22400,5.158041e-03,2.137699e-04
n_e=1.60,1.8000,1.6000,60,2.22450,5.144405e-03,2.133646e-04
n_e=1.60,1.8000,1.6000,60,2.22500,5.130826e-03,2.129602e-04
n_e=1.60,1.8000,1.6000,60,2.22550,5.117302e-03,2.125569e-04
n_e=1.60,1.8000,1.6000,60,2.22600,5.103833e-03,2.121546e-04
n_e=1.60,1.8000,1.6000,60,2.22650,5.090418e-03,2.117533e-04
n_e=1.60,1.8000,1.6000,60,2.22700,5.077058e-03,2.113530e-04
n_e=1.60,1.8000,1.6000,60,2.22750,5.063752e-03,2.109537e-04
n_e=1.60,1.8000,1.6000,60,2.22800,5.050500e-03,2.105555e-04
n_e=1.60,1.8000,1.6000,60,2.22850,5.037301e-03,2.101582e-04
n_e=1.60,1.8000,1.6000,60,2.22900,5.024155e-03,2.097620e-04
n_e=1.60,1.8000,1.6000,60,2.22950,5.011063e-03,2.093667e-04
n_e=1.60,1.8000,1.6000,60,2.23000,4.998023e-03,2.089725e-04
n_e=1.60,1.8000,1.6000,60,2.23050,4.985035e-03,2.085792e-04
n_e=1.60,1.8000,1.6000,60,2.23100,4.972099e-03,2.081869e-04
n_e=1.60,1.8000,1.6000,60,2.23150,4.959215e-03,2.077956e-04
n_e=1.60,1.8000,1.6000,60,2.23200,4.946383e-03,2.074053e-04
n_e=1.60,1.8000,1.6000,60,2.23250,4.933601e-03,2.070160e-04
n_e=1.60,1.8000,1.6000,60,2.23300,4.920871e-03,2.066277e-04
n_e=1.60,1.8000,1.6000,60,2.23350,4.908191e-03,2.062403e-04
n_e=1.60,1.8000,1.6000,60,2.23400,4.895562e-03,2.058539e-04
n_e=1.60,1.8000,1.6000,60,2.23450,4.882982e-03,2.054684e-04
n_e=1.60,1.8000,1.6000,60,2.23500,4.870453e-03,2.050839e-04
n_e=1.60,1.8000,1.6000,60,2.23550,4.857972e-03,2.047004e-04
n_e=1.60,1.8000,1.6000,60,2.23600,4.845542e-03,2.043178e-04
n_e=1.60,1.8000,1.6000,60,2.23650,4.833160e-03,2.039362e-04
n_e=1.60,1.8000,1.6000,60,2.23700,4.820827e-03,2.035556e-04
n_e=1.60,1.8000,1.6000,60,2.23750,4.808542e-03,2.031758e-04
n_e=1.60,1.8000,1.6000,60,2.23800,4.796306e-03,2.027971e-04
n_e=1.60,1.8000,1.6000,60,2.23850,4.784117e-03,2.024192e-04
n_e=1.60,1.8000,1.6000,60,2.23900,4.771976e-03,2.020423e-04
n_e=1.60,1.8000,1.6000,60,2.23950,4.759883e-03,2.016663e-04
n_e=1.60,1.8000,1.6000,60,2.24000,4.747837e-03,2.012913e-04
n_e=1.60,1.8000,1.6000,60,2.24050,4.735838e-03,2.009172e-04
n_e=1.60,1.8000,1.6000,60,2.24100,4.723885e-03,2.005440e-04
n_e=1.60,1.8000,1.6000,60,2.24150,4.711979e-03,2.001718e-04
n_e=1.60,1.8000,1.6000,60,2.24200,4.700119e-03,1.998004e-04
n_e=1.60,1.8000,1.6000,60,2.24250,4.688305e-03,1.994300e-04
n_e=1.60,1.8000,1.6000,60,2.24300,4.676536e-03,1.990605e-04
n_e=1.60,1.8000,1.6000,60,2.24350,4.664814e-03,1.986919e-04
n_e=1.60,1.8000,1.6000,60,2.24400,4.653136e-03,1.983241e-04
n_e=1.60,1.8000,1.6000,60,2.24450,4.641503e-03,1.979574e-04
n_e=1.60,1.8000,1.6000,60,2.24500,4.629915e-03,1.975915e-04
n_e=1.60,1.8000,1.6000,60,2.24550,4.618372e-03,1.972265e-04
n_e=1.60,1.8000,1.6000,60,2.24600,4.606872e-03,1.968623e-04
n_e=1.60,1.8000,1.6000,60,2.24650,4.595417e-03,1.964991e-04
n_e=1.60,1.8000,1.6000,60,2.24700,4.584006e-03,1.961368e-04
n_e=1.60,1.8000,1.6000,60,2.24750,4.572638e-03,1.957754e-04
n_e=1.60,1.8000,1.6000,60,2.24800,4.561313e-03,1.954148e-04
n_e=1.60,1.8000,1.6000,60,2.24850,4.550032e-03,1.950551e-04
n_e=1.60,1.8000,1.6000,60,2.24900,4.538794e-03,1.946963e-04
n_e=1.60,1.8000,1.6000,60,2.24950,4.527598e-03,1.943384e-04
n_e=1.60,1.8000,1.6000,60,2.25000,4.516444e-03,1.939813e-04
n_e=1.60,1.8000,1.6000,60,2.25050,4.505333e-03,1.936252e-04
n_e=1.60,1.8000,1.6000,60,2.25100,4.494264e-03,1.932698e-04
n_e=1.60,1.8000,1.6000,60,2.25150,4.483237e-03,1.929154e-04
n_e=1.60,1.8000,1.6000,60,2.25200,4.472251e-03,1.925618e-04
n_e=1.60,1.8000,1.6000,60,2.25250,4.461306e-03,1.922090e-04
n_e=1.60,1.8000,1.6000,60,2.25300,4.450403e-03,1.918572e-04
n_e=1.60,1.8000,1.6000,60,2.25350,4.439541e-03,1.915061e-04
n_e=1.60,1.8000,1.6000,60,2.25400,4.428719e-03,1.911559e-04
n_e=1.60,1.8000,1.6000,60,2.25450,4.417938e-03,1.908066e-04
n_e=1.60,1.8000,1.6000,60,2.25500,4.407197e-03,1.904581e-04
n_e=1.60,1.8000,1.6000,60,2.25550,4.396496e-03,1.901105e-04
n_e=1.60,1.8000,1.6000,60,2.25600,4.385836e-03,1.897636e-04
n_e=1.60,1.8000,1.6000,60,2.25650,4.375214e-03,1.894177e-04
n_e=1.60,1.8000,1.6000,60,2.25700,4.364633e-03,1.890725e-04
n_e=1.60,1.8000,1.6000,60,2.25750,4.354090e-03,1.887282e-04
n_e=1.60,1.8000,1.6000,60,2.25800,4.343587e-03,1.883847e-04
n_e=1.60,1.8000,1.6000,60,2.25850,4.333123e-03,1.880420e-04
n_e=1.60,1.8000,1.6000,60,2.25900,4.322697e-03,1.877002e-04
n_e=1.60,1.8000,1.6000,60,2.25950,4.312310e-03,1.873592e-04
n_e=1.60,1.8000,1.6000,60,2.26000,4.301961e-03,1.870190e-04
n_e=1.60,1.8000,1.6000,60,2.26050,4.291650e-03,1.866796e-04
n_e=1.60,1.8000,1.6000,60,2.26100,4.281377e-03,1.863410e-04
n_e=1.60,1.8000,1.6000,60,2.26150,4.271141e-03,1.860032e-04
n_e=1.60,1.8000,1.6000,60,2.26200,4.260944e-03,1.856663e-04
n_e=1.60,1.8000,1.6000,60,2.26250,4.250783e-03,1.853301e-04
n_e=1.60,1.8000,1.6000,60,2.26300,4.240660e-03,1.849947e-04
n_e=1.60,1.8000,1.6000,60,2.26350,4.230574e-03,1.846602e-04
n_e=1.60,1.8000,1.6000,60,2.26400,4.220524e-03,1.843264e-04
n_e=1.60,1.8000,1.6000,60,2.26450,4.210512e-03,1.839934e-04
n_e=1.60,1.8000,1.6000,60,2.26500,4.200535e-03,1.836613e-04
n_e=1.60,1.8000,1.6000,60,2.26550,4.190595e-03,1.833299e-04
n_e=1.60,1.8000,1.6000,60,2.26600,4.180691e-03,1.829993e-04
n_e=1.60,1.8000,1.6000,60,2.26650,4.170822e-03,1.826695e-04
n_e=1.60,1.8000,1.6000,60,2.26700,4.160990e-03,1.823404e-04
n_e=1.60,1.8000,1.6000,60,2.26750,4.151193e-03,1.820122e-04
n_e=1.60,1.8000,1.6000,60,2.26800,4.141431e-03,1.816847e-04
n_e=1.60,1.8000,1.6000,60,2.26850,4.131704e-03,1.813580e-04
n_e=1.60,1.8000,1.6000,60,2.26900,4.122013e-03,1.810320e-04
n_e=1.60,1.8000,1.6000,60,2.26950,4.112356e-03,1.807069e-04
n_e=1.60,1.8000,1.6000,60,2.27000,4.102734e-03,1.803825e-04
n_e=1.60,1.8000,1.6000,60,2.27050,4.093146e-03,1.800588e-04
n_e=1.60,1.8000,1.6000,60,2.27100,4.083593e-03,1.797360e-04
n_e=1.60,1.8000,1.6000,60,2.27150,4.074074e-03,1.794138e-04
n_e=1.60,1.8000,1.6000,60,2.27200,4.064589e-03,1.790925e-04
n_e=1.60,1.8000,1.6000,60,2.27250,4.055137e-03,1.787719e-04
n_e=1.60,1.8000,1.6000,60,2.27300,4.045719e-03,1.784520e-04
n_e=1.60,1.8000,1.6000,60,2.27350,4.036335e-03,1.781329e-04
n_e=1.60,1.8000,1.6000,60,2.27400,4.026984e-03,1.778146e-04
n_e=1.60,1.8000,1.6000,60,2.27450,4.017666e-03,1.774970e-04
n_e=1.60,1.8000,1.6000,60,2.27500,4.008382e-03,1.771801e-04
n_e=1.60,1.8000,1.6000,60,2.27550,3.999130e-03,1.768640e-04
n_e=1.60,1.8000,1.6000,60,2.27600,3.989910e-03,1.765486e-04
n_e=1.60,1.8000,1.6000,60,2.27650,3.980723e-03,1.762340e-04
n_e=1.60,1.8000,1.6000,60,2.27700,3.971569e-03,1.759201e-04
n_e=1.60,1.8000,1.6000,60,2.27750,3.962447e-03,1.756069e-04
n_e=1.60,1.8000,1.6000,60,2.27800,3.953356e-03,1.752944e-04
n_e=1.60,1.8000,1.6000,60,2.27850,3.944298e-03,1.749827e-04
n_e=1.60,1.8000,1.6000,60,2.27900,3.935271e-03,1.746717e-04
n_e=1.60,1.8000,1.6000,60,2.27950,3.926276e-03,1.743614e-04
n_e=1.60,1.8000,1.6000,60,2.28000,3.917313e-03,1.740519e-04
n_e=1.60,1.8000,1.6000,60,2.28050,3.908381e-03,1.737430e-04
n_e=1.60,1.8000,1.6000,60,2.28100,3.899479e-03,1.734349e-04
n_e=1.60,1.8000,1.6000,60,2.28150,3.890609e-03,1.731275e-04
n_e=1.60,1.8000,1.6000,60,2.28200,3.881770e-03,1.728208e-04
n_e=1.60,1.8000,1.6000,60,2.28250,3.872961e-03,1.725148e-04
n_e=1.60,1.8000,1.6000,60,2.28300,3.864183e-03,1.722096e-04
n_e=1.60,1.8000,1.6000,60,2.28350,3.855435e-03,1.719050e-04
n_e=1.60,1.8000,1.6000,60,2.28400,3.846718e-03,1.716011e-04
n_e=1.60,1.8000,1.6000,60,2.28450,3.838030e-03,1.712980e-04
n_e=1.60,1.8000,1.6000,60,2.28500,3.829373e-03,1.709955e-04
n_e=1.60,1.8000,1.6000,60,2.28550,3.820745e-03,1.706937e-04
n_e=1.60,1.8000,1.6000,60,2.28600,3.812148e-03,1.703926e-04
n_e=1.60,1.8000,1.6000,60,2.28650,3.803579e-03,1.700922e-04
n_e=1.60,1.8000,1.6000,60,2.28700,3.795040e-03,1.697926e-04
n_e=1.60,1.8000,1.6000,60,2.28750,3.786530e-03,1.694935e-04
n_e=1.60,1.8000,1.6000,60,2.28800,3.778050e-03,1.691952e-04
n_e=1.60,1.8000,1.6000,60,2.28850,3.769598e-03,1.688976e-04
n_e=1.60,1.8000,1.6000,60,2.28900,3.761176e-03,1.686006e-04
n_e=1.60,1.8000,1.6000,60,2.28950,3.752782e-03,1.683044e-04
n_e=1.60,1.8000,1.6000,60,2.29000,3.744416e-03,1.680088e-04
n_e=1.60,1.8000,1.6000,60,2.29050,3.736079e-03,1.677138e-04
n_e=1.60,1.8000,1.6000,60,2.29100,3.727771e-03,1.674196e-04
n_e=1.60,1.8000,1.6000,60,2.29150,3.719490e-03,1.671260e-04
n_e=1.60,1.8000,1.6000,60,2.29200,3.711238e-03,1.668331e-04
n_e=1.60,1.8000,1.6000,60,2.29250,3.703013e-03,1.665409e-04
n_e=1.60,1.8000,1.6000,60,2.29300,3.694816e-03,1.662493e-04
n_e=1.60,1.8000,1.6000,60,2.29350,3.686647e-03,1.659584e-04
n_e=1.60,1.8000,1.6000,60,2.29400,3.678506e-03,1.656682e-04
n_e=1.60,1.8000,1.6000,60,2.29450,3.670392e-03,1.653786e-04
n_e=1.60,1.8000,1.6000,60,2.29500,3.662305e-03,1.650896e-04
n_e=1.60,1.8000,1.6000,60,2.29550,3.654245e-03,1.648014e-04
n_e=1.60,1.8000,1.6000,60,2.29600,3.646213e-03,1.645137e-04
n_e=1.60,1.8000,1.6000,60,2.29650,3.638207e-03,1.642268e-04
n_e=1.60,1.8000,1.6000,60,2.29700,3.630228e-03,1.639405e-04
n_e=1.60,1.8000,1.6000,60,2.29750,3.622276e-03,1.636548e-04
n_e=1.60,1.8000,1.6000,60,2.29800,3.614350e-03,1.633698e-04
n_e=1.60,1.8000,1.6000,60,2.29850,3.606451e-03,1.630854e-04
n_e=1.60,1.8000,1.6000,60,2.29900,3.598578e-03,1.628017e-04
n_e=1.60,1.8000,1.6000,60,2.29950,3.590731e-03,1.625186e-04
n_e=1.60,1.8000,1.6000,60,2.30000,3.582910e-03,1.622361e-04
n_e=1.60,1.8000,1.6000,60,2.30050,3.575115e-03,1.619543e-04
n_e=1.60,1.8000,1.6000,60,2.30100,3.567346e-03,1.616731e-04
n_e=1.60,1.8000,1.6000,60,2.30150,3.559603e-03,1.613925e-04
n_e=1.60,1.8000,1.6000,60,2.30200,3.551885e-03,1.611126e-04
n_e=1.60,1.8000,1.6000,60,2.30250,3.544193e-03,1.608333e-04
n_e=1.60,1.8000,1.6000,60,2.30300,3.536526e-03,1.605546e-04
n_e=1.60,1.8000,1.6000,60,2.30350,3.528885e-03,1.602766e-04
n_e=1.60,1.8000,1.6000,60,2.30400,3.521268e-03,1.599992e-04
n_e=1.60,1.8000,1.6000,60,2.30450,3.513677e-03,1.597224e-04
n_e=1.60,1.8000,1.6000,60,2.30500,3.506110e-03,1.594462e-04
n_e=1.60,1.8000,1.6000,60,2.30550,3.498568e-03,1.591707e-04
n_e=1.60,1.8000,1.6000,60,2.30600,3.491051e-03,1.588957e-04
n_e=1.60,1.8000,1.6000,60,2.30650,3.483558e-03,1.586214e-04
n_e=1.60,1.8000,1.6000,60,2.30700,3.476090e-03,1.583477e-04
n_e=1.60,1.8000,1.6000,60,2.30750,3.468646e-03,1.580746e-04
n_e=1.60,1.8000,1.6000,60,2.30800,3.461227e-03,1.578021e-04
n_e=1.60,1.8000,1.6000,60,2.30850,3.453831e-03,1.575302e-04
n_e=1.60,1.8000,1.6000,60,2.30900,3.446460e-03,1.572589e-04
n_e=1.60,1.8000,1.6000,60,2.30950,3.439112e-03,1.569882e-04
n_e=1.60,1.8000,1.6000,60,2.31000,3.431789e-03,1.567181e-04
n_e=1.60,1.8000,1.6000,60,2.31050,3.424489e-03,1.564487e-04
n_e=1.60,1.8000,1.6000,60,2.31100,3.417212e-03,1.561798e-04
n_e=1.60,1.8000,1.6000,60,2.31150,3.409959e-03,1.559115e-04
n_e=1.60,1.8000,1.6000,60,2.31200,3.402730e-03,1.556438e-04
n_e=1.60,1.8000,1.6000,60,2.31250,3.395524e-03,1.553767e-04
n_e=1.60,1.8000,1.6000,60,2.31300,3.388341e-03,1.551102e-04
n_e=1.60,1.8000,1.6000,60,2.31350,3.381181e-03,1.548443e-04
n_e=1.60,1.8000,1.6000,60,2.31400,3.374044e-03,1.545790e-04
n_e=1.60,1.8000,1.6000,60,2.31450,3.366930e-03,1.543142e-04
n_e=1.60,1.8000,1.6000,60,2.31500,3.359838e-03,1.540501e-04
n_e=1.60,1.8000,1.6000,60,2.31550,3.352769e-03,1.537865e-04
n_e=1.60,1.8000,1.6000,60,2.31600,3.345723e-03,1.535235e-04
n_e=1.60,1.8000,1.6000,60,2.31650,3.338700e-03,1.532611e-04
n_e=1.60,1.8000,1.6000,60,2.31700,3.331698e-03,1.529992e-04
n_e=1.60,1.8000,1.6000,60,2.31750,3.324719e-03,1.527380e-04
n_e=1.60,1.8000,1.6000,60,2.31800,3.317763e-03,1.524773e-04
n_e=1.60,1.8000,1.6000,60,2.31850,3.310828e-03,1.522172e-04
n_e=1.60,1.8000,1.6000,60,2.31900,3.303915e-03,1.519576e-04
n_e=1.60,1.8000,1.6000,60,2.31950,3.297024e-03,1.516987e-04
n_e=1.60,1.8000,1.6000,60,2.32000,3.290155e-03,1.514403e-04
n_e=1.60,1.8000,1.6000,60,2.32050,3.283308e-03,1.511824e-04
n_e=1.60,1.8000,1.6000,60,2.32100,3.276482e-03,1.509252e-04
n_e=1.60,1.8000,1.6000,60,2.32150,3.269678e-03,1.506685e-04
n_e=1.60,1.8000,1.6000,60,2.32200,3.262895e-03,1.504123e-04
n_e=1.60,1.8000,1.6000,60,2.32250,3.256134e-03,1.501567e-04
n_e=1.60,1.8000,1.6000,60,2.32300,3.249394e-03,1.499017e-04
n_e=1.60,1.8000,1.6000,60,2.32350,3.242675e-03,1.496472e-04
n_e=1.60,1.8000,1.6000,60,2.32400,3.235977e-03,1.493933e-04
n_e=1.60,1.8000,1.6000,60,2.32450,3.229300e-03,1.491399e-04
n_e=1.60,1.8000,1.6000,60,2.32500,3.222643e-03,1.488871e-04
n_e=1.60,1.8000,1.6000,60,2.32550,3.216008e-03,1.486348e-04
n_e=1.60,1.8000,1.6000,60,2.32600,3.209393e-03,1.483831e-04
n_e=1.60,1.8000,1.6000,60,2.32650,3.202799e-03,1.481320e-04
n_e=1.60,1.8000,1.6000,60,2.32700,3.196226e-03,1.478813e-04
n_e=1.60,1.8000,1.6000,60,2.32750,3.189672e-03,1.476313e-04
n_e=1.60,1.8000,1.6000,60,2.32800,3.183140e-03,1.473817e-04
n_e=1.60,1.8000,1.6000,60,2.32850,3.176627e-03,1.471327e-04
n_e=1.60,1.8000,1.6000,60,2.32900,3.170135e-03,1.468843e-04
n_e=1.60,1.8000,1.6000,60,2.32950,3.163662e-03,1.466364e-04
n_e=1.60,1.8000,1.6000,60,2.33000,3.157210e-03,1.463890e-04
n_e=1.60,1.8000,1.6000,60,2.33050,3.150778e-03,1.461421e-04
n_e=1.60,1.8000,1.6000,60,2.33100,3.144365e-03,1.458958e-04
n_e=1.60,1.8000,1.6000,60,2.33150,3.137972e-03,1.456500e-04
n_e=1.60,1.8000,1.6000,60,2.33200,3.131599e-03,1.454048e-04
n_e=1.60,1.8000,1.6000,60,2.33250,3.125246e-03,1.451601e-04
n_e=1.60,1.8000,1.6000,60,2.33300,3.118912e-03,1.449159e-04
n_e=1.60,1.8000,1.6000,60,2.33350,3.112597e-03,1.446722e-04
n_e=1.60,1.8000,1.6000,60,2.33400,3.106302e-03,1.444291e-04
n_e=1.60,1.8000,1.6000,60,2.33450,3.100026e-03,1.441864e-04
n_e=1.60,1.8000,1.6000,60,2.33500,3.093769e-03,1.439443e-04
n_e=1.60,1.8000,1.6000,60,2.33550,3.087531e-03,1.437028e-04
n_e=1.60,1.8000,1.6000,60,2.33600,3.081312e-03,1.434617e-04
n_e=1.60,1.8000,1.6000,60,2.33650,3.075112e-03,1.432212e-04
n_e=1.60,1.8000,1.6000,60,2.33700,3.068931e-03,1.429811e-04
n_e=1.60,1.8000,1.6000,60,2.33750,3.062769e-03,1.427416e-04
n_e=1.60,1.8000,1.6000,60,2.33800,3.056626e-03,1.425026e-04
n_e=1.60,1.8000,1.6000,60,2.33850,3.050501e-03,1.422641e-04
